order_id,order_time,product_id,note_id,account_id,source_type,quantity,order_amount,order_status
order_000064,2026-07-09 10:15:00,prod_004,note_0001,acct_main_001,kol_coop,1,349.81,completed
order_000065,2026-07-09 14:30:00,prod_004,note_0001,acct_main_001,kol_coop,3,912.95,shipped
order_000066,2026-07-09 23:30:00,prod_004,note_0001,acct_main_001,kol_coop,1,325.91,completed
order_000067,2026-07-09 22:45:00,prod_004,note_0001,acct_main_001,kol_coop,2,620.93,completed
order_000068,2026-07-09 20:00:00,prod_004,note_0001,acct_main_001,kol_coop,3,937.92,completed
order_000069,2026-07-09 09:00:00,prod_004,note_0001,acct_main_001,kol_coop,2,636.09,completed
order_000070,2026-07-09 17:00:00,prod_004,note_0001,acct_main_001,kol_coop,3,910.87,completed
order_000071,2026-07-09 19:30:00,prod_004,note_0001,acct_main_001,kol_coop,3,1049.35,shipped
order_000072,2026-07-09 09:30:00,prod_004,note_0001,acct_main_001,kol_coop,1,337.96,shipped
order_000073,2026-07-10 21:30:00,prod_004,note_0001,acct_main_001,kol_coop,1,311.85,paid
order_000074,2026-07-10 22:45:00,prod_004,note_0001,acct_main_001,kol_coop,2,644.18,completed
order_000075,2026-07-10 17:45:00,prod_004,note_0001,acct_main_001,kol_coop,3,956.42,completed
order_000076,2026-07-10 09:15:00,prod_004,note_0001,acct_main_001,kol_coop,1,326.62,completed
order_000077,2026-07-10 13:30:00,prod_004,note_0001,acct_main_001,kol_coop,2,690.37,completed
order_000078,2026-07-10 22:00:00,prod_004,note_0001,acct_main_001,kol_coop,1,340.98,completed
order_000079,2026-07-10 14:00:00,prod_004,note_0001,acct_main_001,kol_coop,1,315.93,completed
order_000080,2026-07-10 08:30:00,prod_004,note_0001,acct_main_001,kol_coop,3,1018.46,completed
order_000081,2026-07-10 10:45:00,prod_004,note_0001,acct_main_001,kol_coop,1,339.86,completed
order_000082,2026-07-10 22:15:00,prod_004,note_0001,acct_main_001,kol_coop,1,353.22,shipped
order_000083,2026-07-10 15:30:00,prod_004,note_0001,acct_main_001,kol_coop,3,1010.61,shipped
order_000084,2026-07-10 18:15:00,prod_004,note_0001,acct_main_001,kol_coop,3,978.51,shipped
order_000085,2026-07-11 08:00:00,prod_004,note_0001,acct_main_001,kol_coop,2,676.81,shipped
order_000086,2026-07-11 10:00:00,prod_004,note_0001,acct_main_001,kol_coop,2,660.99,shipped
order_000087,2026-07-11 18:45:00,prod_004,note_0001,acct_main_001,kol_coop,3,947.53,shipped
order_000088,2026-07-13 12:30:00,prod_004,note_0001,acct_main_001,kol_coop,1,322.47,completed
order_000089,2026-07-13 22:45:00,prod_004,note_0001,acct_main_001,kol_coop,1,305.04,completed
order_000090,2026-07-13 12:30:00,prod_004,note_0001,acct_main_001,kol_coop,2,611.82,paid
order_000091,2026-07-13 19:15:00,prod_004,note_0001,acct_main_001,kol_coop,2,623.15,shipped
order_000092,2026-07-13 23:45:00,prod_004,note_0001,acct_main_001,kol_coop,3,1051.83,shipped
order_000093,2026-07-13 10:45:00,prod_004,note_0001,acct_main_001,kol_coop,2,707.24,shipped
order_000094,2026-07-14 19:30:00,prod_004,note_0001,acct_main_001,kol_coop,1,347.67,completed
order_000095,2026-07-14 19:15:00,prod_004,note_0001,acct_main_001,kol_coop,1,351.29,shipped
order_000096,2026-07-14 10:30:00,prod_004,note_0001,acct_main_001,kol_coop,1,351.67,paid
order_000097,2026-07-14 14:45:00,prod_004,note_0001,acct_main_001,kol_coop,1,314.28,paid
order_000098,2026-07-14 16:45:00,prod_004,note_0001,acct_main_001,kol_coop,3,999.45,completed
order_000099,2026-07-14 23:45:00,prod_004,note_0001,acct_main_001,kol_coop,1,337.43,shipped
order_000100,2026-07-14 14:30:00,prod_004,note_0001,acct_main_001,kol_coop,3,1006.22,completed
order_000101,2026-07-14 11:00:00,prod_004,note_0001,acct_main_001,kol_coop,1,340.24,shipped
order_000102,2026-07-14 17:15:00,prod_004,note_0001,acct_main_001,kol_coop,1,305.27,shipped
order_000103,2026-07-14 23:00:00,prod_004,note_0001,acct_main_001,kol_coop,1,327.08,paid
order_000104,2026-07-14 08:00:00,prod_004,note_0001,acct_main_001,kol_coop,1,347.63,paid
order_000105,2026-07-14 15:00:00,prod_004,note_0001,acct_main_001,kol_coop,1,344.37,paid
order_000106,2026-07-14 11:00:00,prod_004,note_0001,acct_main_001,kol_coop,3,1052.13,paid
order_000107,2026-07-14 23:00:00,prod_004,note_0001,acct_main_001,kol_coop,1,344.6,shipped
order_000108,2026-07-14 18:15:00,prod_004,note_0001,acct_main_001,kol_coop,1,342.26,shipped
order_000109,2026-07-14 21:30:00,prod_004,note_0001,acct_main_001,kol_coop,2,674.43,shipped
order_000110,2026-07-14 22:45:00,prod_004,note_0001,acct_main_001,kol_coop,3,971.51,paid
order_000111,2026-07-14 13:45:00,prod_004,note_0001,acct_main_001,kol_coop,1,317.24,paid
order_000112,2026-07-14 13:45:00,prod_004,note_0001,acct_main_001,kol_coop,3,1021.49,shipped
order_000113,2026-07-14 23:45:00,prod_004,note_0001,acct_main_001,kol_coop,2,664.08,paid
order_000114,2026-07-14 11:15:00,prod_004,note_0001,acct_main_001,kol_coop,2,654.96,paid
order_000115,2026-07-14 15:00:00,prod_004,note_0001,acct_main_001,kol_coop,3,1040.21,paid
order_000116,2026-07-14 18:00:00,prod_004,note_0001,acct_main_001,kol_coop,2,690.15,paid
order_000117,2026-07-14 18:15:00,prod_004,note_0001,acct_main_001,kol_coop,3,933.83,paid
order_000118,2026-07-14 09:45:00,prod_004,note_0001,acct_main_001,kol_coop,3,932.81,completed
order_000119,2026-07-14 13:15:00,prod_004,note_0001,acct_main_001,kol_coop,3,1027.57,paid
order_000120,2026-07-14 19:45:00,prod_004,note_0001,acct_main_001,kol_coop,2,667.4,completed
order_000121,2026-07-14 09:45:00,prod_004,note_0001,acct_main_001,kol_coop,3,994.8,shipped
order_000122,2026-07-14 12:45:00,prod_004,note_0001,acct_main_001,kol_coop,3,967.16,paid
order_000123,2026-07-14 11:15:00,prod_004,note_0001,acct_main_001,kol_coop,1,320.17,shipped
order_000124,2026-07-14 22:45:00,prod_004,note_0001,acct_main_001,kol_coop,1,309.8,completed
order_000125,2026-07-14 09:45:00,prod_004,note_0001,acct_main_001,kol_coop,1,350.68,completed
order_000126,2026-07-14 21:00:00,prod_004,note_0001,acct_main_001,kol_coop,1,337.69,completed
order_000127,2026-07-14 11:15:00,prod_004,note_0001,acct_main_001,kol_coop,3,1018.09,paid
order_000128,2026-07-14 22:30:00,prod_004,note_0001,acct_main_001,kol_coop,2,677.59,paid
order_000129,2026-07-14 18:15:00,prod_004,note_0001,acct_main_001,kol_coop,1,307.22,completed
order_000130,2026-07-14 15:30:00,prod_004,note_0001,acct_main_001,kol_coop,2,613.78,shipped
order_000131,2026-07-14 12:15:00,prod_004,note_0001,acct_main_001,kol_coop,1,330.38,shipped
order_000132,2026-07-14 10:45:00,prod_004,note_0001,acct_main_001,kol_coop,2,614.63,completed
order_000133,2026-07-14 15:30:00,prod_004,note_0001,acct_main_001,kol_coop,1,338.34,paid
order_000134,2026-07-14 22:45:00,prod_004,note_0001,acct_main_001,kol_coop,3,922.45,paid
order_000135,2026-07-14 22:00:00,prod_004,note_0001,acct_main_001,kol_coop,2,627.03,shipped
order_000136,2026-07-14 17:30:00,prod_004,note_0001,acct_main_001,kol_coop,2,695.9,shipped
order_000137,2026-07-14 22:45:00,prod_004,note_0001,acct_main_001,kol_coop,3,988.79,paid
order_000138,2026-07-14 18:00:00,prod_004,note_0001,acct_main_001,kol_coop,2,639.46,completed
order_000139,2026-07-14 20:45:00,prod_004,note_0001,acct_main_001,kol_coop,3,936.78,shipped
order_000140,2026-07-14 17:00:00,prod_004,note_0001,acct_main_001,kol_coop,2,682.75,paid
order_000141,2026-07-14 08:30:00,prod_004,note_0001,acct_main_001,kol_coop,3,1027.98,paid
order_000142,2026-07-14 14:00:00,prod_004,note_0001,acct_main_001,kol_coop,1,334.62,paid
order_000143,2026-07-14 08:45:00,prod_004,note_0002,acct_main_001,kol_coop,2,647.16,paid
order_000144,2026-07-14 08:15:00,prod_004,note_0002,acct_main_001,kol_coop,2,635.18,shipped
order_000145,2026-07-14 14:00:00,prod_004,note_0002,acct_main_001,kol_coop,2,629.53,paid
order_000146,2026-07-14 17:30:00,prod_004,note_0002,acct_main_001,kol_coop,1,323.47,paid
order_000147,2026-07-14 10:00:00,prod_004,note_0002,acct_main_001,kol_coop,2,636.03,shipped
order_000148,2026-07-14 20:30:00,prod_004,note_0002,acct_main_001,kol_coop,2,697.51,completed
order_000149,2026-07-14 08:30:00,prod_004,note_0002,acct_main_001,kol_coop,3,968.48,shipped
order_000150,2026-06-29 15:30:00,prod_005,note_0003,acct_main_001,organic,3,286.22,shipped
order_000151,2026-06-29 11:30:00,prod_005,note_0003,acct_main_001,organic,1,95.03,completed
order_000152,2026-06-29 19:15:00,prod_005,note_0003,acct_main_001,organic,2,185.44,completed
order_000153,2026-06-29 10:15:00,prod_005,note_0003,acct_main_001,organic,2,187.59,shipped
order_000154,2026-06-29 08:00:00,prod_005,note_0003,acct_main_001,organic,1,94.3,paid
order_000155,2026-06-29 09:45:00,prod_005,note_0003,acct_main_001,organic,1,101.34,completed
order_000156,2026-06-29 14:45:00,prod_005,note_0003,acct_main_001,organic,1,103.54,paid
order_000157,2026-06-29 20:45:00,prod_005,note_0003,acct_main_001,organic,2,205.08,shipped
order_000158,2026-06-29 21:30:00,prod_005,note_0003,acct_main_001,organic,2,184.07,shipped
order_000159,2026-06-29 11:30:00,prod_005,note_0003,acct_main_001,organic,1,100.53,completed
order_000160,2026-06-29 19:45:00,prod_005,note_0003,acct_main_001,organic,1,95.98,paid
order_000161,2026-06-29 12:15:00,prod_005,note_0003,acct_main_001,organic,1,104.12,shipped
order_000162,2026-06-29 08:30:00,prod_005,note_0003,acct_main_001,organic,1,104.29,paid
order_000163,2026-06-29 15:45:00,prod_005,note_0003,acct_main_001,organic,3,286.29,shipped
order_000164,2026-06-29 15:45:00,prod_005,note_0003,acct_main_001,organic,2,183.57,shipped
order_000165,2026-06-29 11:00:00,prod_005,note_0003,acct_main_001,organic,2,193.75,completed
order_000166,2026-06-29 10:00:00,prod_005,note_0003,acct_main_001,organic,1,101.38,paid
order_000167,2026-06-29 12:30:00,prod_005,note_0003,acct_main_001,organic,1,101.83,shipped
order_000168,2026-06-29 13:15:00,prod_005,note_0003,acct_main_001,organic,1,90.49,shipped
order_000169,2026-06-29 18:00:00,prod_005,note_0003,acct_main_001,organic,2,197.42,paid
order_000170,2026-06-29 15:15:00,prod_005,note_0003,acct_main_001,organic,3,283.9,paid
order_000171,2026-06-29 18:30:00,prod_005,note_0003,acct_main_001,organic,2,182.59,completed
order_000172,2026-06-29 23:45:00,prod_005,note_0003,acct_main_001,organic,1,99.98,completed
order_000173,2026-06-29 08:00:00,prod_005,note_0003,acct_main_001,organic,3,287.19,shipped
order_000174,2026-06-29 15:45:00,prod_005,note_0003,acct_main_001,organic,1,101.11,paid
order_000175,2026-06-29 10:00:00,prod_005,note_0003,acct_main_001,organic,2,198.09,completed
order_000176,2026-06-29 09:30:00,prod_005,note_0003,acct_main_001,organic,1,104.22,paid
order_000177,2026-06-29 14:15:00,prod_005,note_0003,acct_main_001,organic,3,284.99,shipped
order_000178,2026-06-29 21:45:00,prod_005,note_0003,acct_main_001,organic,1,94.71,completed
order_000179,2026-06-29 16:15:00,prod_005,note_0003,acct_main_001,organic,1,92.18,paid
order_000180,2026-06-29 18:45:00,prod_005,note_0003,acct_main_001,organic,1,103.43,completed
order_000181,2026-06-29 08:45:00,prod_005,note_0003,acct_main_001,organic,2,186.28,paid
order_000182,2026-06-29 21:00:00,prod_005,note_0003,acct_main_001,organic,2,186.12,paid
order_000183,2026-06-29 22:15:00,prod_005,note_0003,acct_main_001,organic,3,277.94,shipped
order_000184,2026-06-29 17:45:00,prod_005,note_0003,acct_main_001,organic,2,208.66,paid
order_000185,2026-06-29 12:45:00,prod_005,note_0003,acct_main_001,organic,2,201.42,shipped
order_000186,2026-06-29 18:30:00,prod_005,note_0003,acct_main_001,organic,2,194.88,shipped
order_000187,2026-06-29 15:30:00,prod_005,note_0003,acct_main_001,organic,2,197.19,paid
order_000188,2026-06-30 08:30:00,prod_005,note_0003,acct_main_001,organic,1,92.57,completed
order_000189,2026-06-30 22:30:00,prod_005,note_0003,acct_main_001,organic,1,102.5,shipped
order_000190,2026-06-30 21:00:00,prod_005,note_0003,acct_main_001,organic,2,205.42,completed
order_000191,2026-06-30 23:15:00,prod_005,note_0003,acct_main_001,organic,1,105.53,paid
order_000192,2026-06-30 22:30:00,prod_005,note_0003,acct_main_001,organic,1,90.82,paid
order_000193,2026-06-30 23:45:00,prod_005,note_0003,acct_main_001,organic,2,203.94,completed
order_000194,2026-06-30 20:00:00,prod_005,note_0003,acct_main_001,organic,1,91.45,paid
order_000195,2026-06-30 19:45:00,prod_005,note_0003,acct_main_001,organic,1,106.14,completed
order_000196,2026-06-30 22:45:00,prod_005,note_0003,acct_main_001,organic,3,311.94,completed
order_000197,2026-06-30 17:15:00,prod_005,note_0003,acct_main_001,organic,3,281.85,completed
order_000198,2026-06-30 20:15:00,prod_005,note_0003,acct_main_001,organic,3,315.87,completed
order_000199,2026-06-30 13:00:00,prod_005,note_0003,acct_main_001,organic,2,194.14,completed
order_000200,2026-06-30 08:15:00,prod_005,note_0003,acct_main_001,organic,2,181.23,completed
order_000201,2026-06-30 22:15:00,prod_005,note_0003,acct_main_001,organic,3,316.18,completed
order_000202,2026-06-30 23:45:00,prod_005,note_0003,acct_main_001,organic,2,190.4,completed
order_000203,2026-06-30 16:30:00,prod_005,note_0003,acct_main_001,organic,2,209.21,shipped
order_000204,2026-06-30 10:00:00,prod_005,note_0003,acct_main_001,organic,3,275.23,shipped
order_000205,2026-06-30 21:45:00,prod_005,note_0003,acct_main_001,organic,1,96.05,shipped
order_000206,2026-06-30 15:45:00,prod_005,note_0003,acct_main_001,organic,3,296.82,completed
order_000207,2026-06-30 17:30:00,prod_005,note_0003,acct_main_001,organic,3,283.18,paid
order_000208,2026-06-30 19:30:00,prod_005,note_0003,acct_main_001,organic,1,102.87,shipped
order_000209,2026-06-30 17:00:00,prod_005,note_0003,acct_main_001,organic,2,199.48,shipped
order_000210,2026-06-30 22:45:00,prod_005,note_0003,acct_main_001,organic,3,315.78,paid
order_000211,2026-06-30 10:00:00,prod_005,note_0003,acct_main_001,organic,1,105.06,shipped
order_000212,2026-06-30 15:15:00,prod_005,note_0003,acct_main_001,organic,3,294.39,completed
order_000213,2026-06-30 11:45:00,prod_005,note_0003,acct_main_001,organic,3,293.59,completed
order_000214,2026-06-30 10:15:00,prod_005,note_0003,acct_main_001,organic,3,288.22,shipped
order_000215,2026-06-30 20:15:00,prod_005,note_0003,acct_main_001,organic,1,92.0,shipped
order_000216,2026-06-30 23:15:00,prod_005,note_0003,acct_main_001,organic,1,100.4,completed
order_000217,2026-06-30 14:15:00,prod_005,note_0003,acct_main_001,organic,2,205.9,shipped
order_000218,2026-06-30 16:00:00,prod_005,note_0003,acct_main_001,organic,2,191.41,completed
order_000219,2026-06-30 10:45:00,prod_005,note_0003,acct_main_001,organic,2,211.85,shipped
order_000220,2026-06-30 13:30:00,prod_005,note_0003,acct_main_001,organic,1,92.62,paid
order_000221,2026-06-30 18:30:00,prod_005,note_0003,acct_main_001,organic,1,98.48,completed
order_000222,2026-06-30 16:45:00,prod_005,note_0003,acct_main_001,organic,3,289.73,shipped
order_000223,2026-06-30 14:30:00,prod_005,note_0003,acct_main_001,organic,3,274.95,shipped
order_000224,2026-06-30 16:45:00,prod_005,note_0003,acct_main_001,organic,3,299.21,completed
order_000225,2026-06-30 23:00:00,prod_005,note_0003,acct_main_001,organic,2,191.83,paid
order_000226,2026-06-30 16:45:00,prod_005,note_0003,acct_main_001,organic,2,186.44,paid
order_000227,2026-06-30 14:30:00,prod_005,note_0003,acct_main_001,organic,1,95.86,paid
order_000228,2026-06-30 10:30:00,prod_005,note_0003,acct_main_001,organic,2,206.45,completed
order_000229,2026-06-30 10:45:00,prod_005,note_0003,acct_main_001,organic,2,203.14,completed
order_000230,2026-06-30 20:00:00,prod_005,note_0003,acct_main_001,organic,3,302.56,shipped
order_000231,2026-06-30 19:15:00,prod_005,note_0003,acct_main_001,organic,3,315.25,shipped
order_000232,2026-06-30 08:45:00,prod_005,note_0003,acct_main_001,organic,1,97.99,completed
order_000233,2026-06-30 18:45:00,prod_005,note_0003,acct_main_001,organic,2,199.09,shipped
order_000234,2026-06-30 11:00:00,prod_005,note_0003,acct_main_001,organic,3,294.68,completed
order_000235,2026-06-30 10:00:00,prod_005,note_0003,acct_main_001,organic,1,96.26,completed
order_000236,2026-06-30 08:45:00,prod_005,note_0003,acct_main_001,organic,2,209.42,shipped
order_000237,2026-06-30 14:00:00,prod_005,note_0003,acct_main_001,organic,2,193.12,paid
order_000238,2026-06-30 14:30:00,prod_005,note_0003,acct_main_001,organic,1,99.08,shipped
order_000239,2026-06-30 20:45:00,prod_005,note_0003,acct_main_001,organic,1,99.06,completed
order_000240,2026-06-30 21:15:00,prod_005,note_0003,acct_main_001,organic,1,93.26,paid
order_000241,2026-06-30 18:30:00,prod_005,note_0003,acct_main_001,organic,3,282.09,completed
order_000242,2026-06-30 10:15:00,prod_005,note_0003,acct_main_001,organic,3,271.63,completed
order_000243,2026-06-30 23:15:00,prod_005,note_0003,acct_main_001,organic,2,181.51,completed
order_000244,2026-06-30 15:15:00,prod_005,note_0003,acct_main_001,organic,1,97.25,paid
order_000245,2026-06-30 11:15:00,prod_005,note_0003,acct_main_001,organic,3,317.97,paid
order_000246,2026-06-30 13:15:00,prod_005,note_0003,acct_main_001,organic,3,271.68,completed
order_000247,2026-06-30 11:45:00,prod_005,note_0003,acct_main_001,organic,1,92.43,completed
order_000248,2026-06-30 15:30:00,prod_005,note_0003,acct_main_001,organic,1,105.78,completed
order_000249,2026-06-30 23:30:00,prod_005,note_0003,acct_main_001,organic,3,277.87,paid
order_000250,2026-07-01 23:15:00,prod_005,note_0003,acct_main_001,organic,2,206.83,paid
order_000251,2026-07-01 08:00:00,prod_005,note_0003,acct_main_001,organic,1,95.65,shipped
order_000252,2026-07-01 17:00:00,prod_005,note_0003,acct_main_001,organic,3,273.7,completed
order_000253,2026-07-01 13:30:00,prod_005,note_0003,acct_main_001,organic,1,103.4,completed
order_000254,2026-07-01 08:30:00,prod_005,note_0003,acct_main_001,organic,1,93.96,paid
order_000255,2026-07-02 20:30:00,prod_005,note_0003,acct_main_001,organic,1,99.87,shipped
order_000256,2026-07-02 10:15:00,prod_005,note_0003,acct_main_001,organic,2,212.51,completed
order_000257,2026-07-02 21:15:00,prod_005,note_0003,acct_main_001,organic,2,211.04,completed
order_000258,2026-07-02 13:45:00,prod_005,note_0003,acct_main_001,organic,1,103.95,completed
order_000259,2026-07-02 23:15:00,prod_005,note_0003,acct_main_001,organic,2,207.83,shipped
order_000260,2026-07-02 16:45:00,prod_005,note_0003,acct_main_001,organic,2,204.21,paid
order_000261,2026-07-02 11:30:00,prod_005,note_0003,acct_main_001,organic,1,105.17,completed
order_000262,2026-07-02 12:00:00,prod_005,note_0003,acct_main_001,organic,3,314.56,shipped
order_000263,2026-07-02 22:30:00,prod_005,note_0003,acct_main_001,organic,3,303.74,paid
order_000264,2026-07-02 14:45:00,prod_005,note_0003,acct_main_001,organic,2,191.99,completed
order_000265,2026-07-03 13:15:00,prod_005,note_0003,acct_main_001,organic,2,197.12,paid
order_000266,2026-07-03 23:30:00,prod_005,note_0003,acct_main_001,organic,3,274.93,completed
order_000267,2026-07-03 23:15:00,prod_005,note_0003,acct_main_001,organic,1,102.11,completed
order_000268,2026-07-03 19:30:00,prod_005,note_0003,acct_main_001,organic,1,103.78,shipped
order_000269,2026-07-03 17:30:00,prod_005,note_0003,acct_main_001,organic,2,190.32,completed
order_000270,2026-07-03 16:30:00,prod_005,note_0003,acct_main_001,organic,3,313.07,paid
order_000271,2026-07-03 10:45:00,prod_005,note_0003,acct_main_001,organic,2,182.53,paid
order_000272,2026-07-03 23:15:00,prod_005,note_0003,acct_main_001,organic,3,318.54,paid
order_000273,2026-07-03 13:00:00,prod_005,note_0003,acct_main_001,organic,2,209.95,shipped
order_000274,2026-07-03 15:45:00,prod_005,note_0003,acct_main_001,organic,1,106.14,shipped
order_000275,2026-07-03 17:30:00,prod_005,note_0003,acct_main_001,organic,2,200.66,shipped
order_000276,2026-07-03 15:30:00,prod_005,note_0003,acct_main_001,organic,2,210.07,shipped
order_000277,2026-07-03 17:15:00,prod_005,note_0003,acct_main_001,organic,1,100.51,shipped
order_000278,2026-07-03 21:15:00,prod_005,note_0003,acct_main_001,organic,3,292.42,paid
order_000279,2026-07-03 12:15:00,prod_005,note_0003,acct_main_001,organic,3,302.46,shipped
order_000280,2026-07-03 12:30:00,prod_005,note_0003,acct_main_001,organic,1,90.46,shipped
order_000281,2026-07-03 14:00:00,prod_005,note_0003,acct_main_001,organic,1,99.45,shipped
order_000282,2026-07-03 22:45:00,prod_005,note_0003,acct_main_001,organic,3,298.4,shipped
order_000283,2026-07-03 10:30:00,prod_005,note_0003,acct_main_001,organic,1,102.28,shipped
order_000284,2026-07-03 16:00:00,prod_005,note_0003,acct_main_001,organic,2,185.35,shipped
